order,policy,seed,window,dimension,value,active_U_percent,compute_ms,active_ms,cohort_count,admission_latency_mean_ms,admission_latency_p50_ms,admission_latency_p95_ms,admission_latency_minimum_ms,admission_latency_maximum_ms,admission_normalized_mean,admission_normalized_p50,admission_normalized_p95,admission_normalized_minimum,admission_normalized_maximum,admission_slo1_count,admission_slo1_passed,admission_slo1_percent,admission_slo1p5_count,admission_slo1p5_passed,admission_slo1p5_percent,arrival_latency_mean_ms,arrival_latency_p50_ms,arrival_latency_p95_ms,arrival_latency_minimum_ms,arrival_latency_maximum_ms,arrival_normalized_mean,arrival_normalized_p50,arrival_normalized_p95,arrival_normalized_minimum,arrival_normalized_maximum,arrival_slo1_count,arrival_slo1_passed,arrival_slo1_percent,arrival_slo1p5_count,arrival_slo1p5_passed,arrival_slo1p5_percent
ordered,od_baseline,43,full_population,length,32,98.38186535989766,21996.515644418974,22358.303091684596,128,174.6742429037859,128.61060530317187,228.74273596704643,114.9528209770001,228.74273596704643,1.024588038881867,1.0000000000000007,1.1018015078564616,1.0000000000000004,1.1188120849065943,128,96,75.0,128,128,100.0,384.03034641208563,243.56342628017197,699.0934843959054,125.38385288617968,701.0488982142648,2.0764310715918235,2.064791960498632,3.056243431907801,1.0907418523575576,3.0647919604986327,128,0,0.0,128,32,25.0
ordered,od_baseline,43,full_population,length,64,100.0,38489.18419346686,38489.18419346686,128,300.69675151145987,200.8521433374093,400.54135968551054,200.85214333740896,400.54135968551054,1.0000000000000009,1.000000000000001,1.0000000000000013,0.9999999999999997,1.0000000000000013,128,128,100.0,128,128,100.0,1350.5942422197425,1102.753184889083,1901.8804904417448,898.6742891346815,1903.8359042601041,4.612974115940346,4.490373000583725,5.480637412076341,3.745100863829388,5.490373000583727,128,0,0.0,128,0,0.0
ordered,od_baseline,43,full_population,length,80,100.0,46735.53197662931,46735.53197662931,128,365.1213435674165,243.8018603508183,486.44082678401537,243.80186035081715,486.44082678401537,0.9999999999999979,0.999999999999999,0.9999999999999994,0.9999999999999943,0.9999999999999994,128,128,100.0,128,128,100.0,2692.967853362926,2391.4396249617394,3362.3658647114107,2144.41101219393,3364.32127852977,7.855331989112173,6.916198421855657,9.800926899019691,5.909565030414555,9.808947403110784,128,0,0.0,128,0,0.0
ordered,od_baseline,43,full_population,category,LL,99.60756906438235,159441.7297432579,160069.89352405653,256,625.2730215783458,501.6974756113341,916.2445630201364,372.65086947459713,919.7064007886911,1.0054877960022366,1.000000000000001,1.0376337078109032,0.9999999999999963,1.0940950317275293,256,175,68.359375,256,256,100.0,5838.407327268053,5614.031685072844,8364.742410309911,3733.7747687563206,8399.63353884995,9.979350312425572,9.170532585888461,14.24678894908668,6.518361269389351,14.322879047687449,256,0,0.0,256,0,0.0
ordered,od_baseline,43,full_population,category,SL,99.66371324234237,107221.23181451515,107583.01926178078,384,280.16411266088744,228.74273596704643,486.44082678401537,114.9528209770001,486.44082678401537,1.0081960129606218,1.0000000000000007,1.0956698092283041,0.9999999999999943,1.1188120849065943,384,352,91.66666666666667,384,384,100.0,1475.8641473315847,1102.753184889083,3361.6610086567234,125.38385288617968,3364.32127852977,4.848245725548114,4.490373000583725,9.798035796984323,1.0907418523575576,9.808947403110784,384,0,0.0,384,32,8.333333333333334
ordered,od_baseline,43,full_population,profile,128:2048,99.53780874789757,23849.655646374224,23960.398512266802,64,374.3812267541688,372.6508694745976,382.43353317162973,372.65086947459713,391.6817852224108,1.0046433737884737,0.9999999999999976,1.026251552051452,0.9999999999999963,1.0510690227951005,64,37,57.8125,64,64,100.0,3924.321449362126,3753.1036123605795,4116.49802854636,3733.7747687563206,4125.754481835177,10.530825957537783,10.071366847076167,11.046527368499696,10.019498341760427,11.071366847076165,64,0,0.0,64,0,0.0
ordered,od_baseline,43,full_population,profile,128:4096,100.0,47624.87050360534,47624.87050360534,64,744.1386016188335,744.1386016188335,744.1386016188335,744.1386016188335,744.1386016188335,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,64,64,100.0,64,64,100.0,5226.939707867236,4869.893083454011,5604.775231784027,4850.564239849751,5614.031685072844,7.02414805050607,6.5443360589812505,7.531896906827768,6.518361269389351,7.544336058981252,64,0,0.0,64,0,0.0
ordered,od_baseline,43,full_population,profile,160:2048,98.32998410777948,29347.211629712954,29845.63853640562,64,466.3381021313378,460.76270511174425,488.6405934658387,458.5501817142649,501.6974756113341,1.0169837909298327,1.0048250409349024,1.0656207607182302,0.9999999999999978,1.0940950317275293,64,23,35.9375,64,64,100.0,6296.1833145007895,6082.988205882087,6556.106034251227,6053.571831874256,6567.758789988532,13.730630944170247,13.265697950748057,14.297466876453013,13.201547122374466,14.322879047687449,64,0,0.0,64,0,0.0
ordered,od_baseline,43,full_population,profile,160:4096,99.9676085663853,58619.99196356538,58638.98597177876,64,916.2341558090432,915.9373744307095,917.5201977857614,915.9373744307086,919.7064007886911,1.0003240192906389,0.999999999999999,1.0017280912420838,0.999999999999998,1.0041149389283555,64,51,79.6875,64,64,100.0,7906.184837342061,7483.696164419241,8387.980783112645,7428.755951739932,8399.63353884995,8.63179629748819,8.170532585888461,9.157810367030924,8.110550086851935,9.170532585888461,64,0,0.0,64,0,0.0
ordered,od_baseline,43,full_population,profile,32:2048,95.31288610120153,7356.980542528003,7718.767989793628,64,120.60574984052543,114.9528209770001,127.10837751996874,114.9528209770001,128.61060530317187,1.0491760777637331,1.0000000000000009,1.105743873353059,1.0000000000000009,1.1188120849065943,64,32,50.0,64,64,100.0,183.73508919255082,128.61060530317187,242.06119849696884,125.38385288617968,243.56342628017197,1.5983521555274656,1.1188120849065943,2.1057438733530596,1.0907418523575576,2.1188120849065952,64,0,0.0,64,32,50.0
ordered,od_baseline,43,full_population,profile,32:4096,100.0,14639.53510189097,14639.53510189097,64,228.7427359670464,228.7427359670464,228.74273596704643,228.74273596704637,228.74273596704643,1.0000000000000007,1.0000000000000007,1.0000000000000007,1.0000000000000004,1.0000000000000007,64,64,100.0,64,64,100.0,584.3256036316205,472.30616224721837,699.5466704310617,469.0794098302262,701.0488982142648,2.554509987656181,2.064791960498632,3.058224635958895,2.0506854910479166,3.0647919604986327,64,0,0.0,64,0,0.0
ordered,od_baseline,43,full_population,profile,64:2048,100.0,12854.537173594184,12854.537173594184,64,200.85214333740913,200.85214333740896,200.8521433374093,200.85214333740896,200.8521433374093,1.0000000000000004,0.9999999999999997,1.0000000000000013,0.9999999999999997,1.0000000000000013,64,64,100.0,64,64,100.0,999.9751866212573,901.9010415516738,1101.25095710588,898.6742891346815,1102.753184889083,4.978663259477453,4.490373000583725,5.482893728726121,4.474307688243136,5.490373000583727,64,0,0.0,64,0,0.0
ordered,od_baseline,43,full_population,profile,64:4096,100.0,25634.647019872675,25634.647019872675,64,400.54135968551054,400.54135968551054,400.54135968551054,400.54135968551054,400.54135968551054,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,64,64,100.0,64,64,100.0,1701.2132978182278,1503.2945445745936,1902.333676476901,1500.0677921576014,1903.8359042601041,4.247284972403239,3.7531568419174577,4.749406348374463,3.745100863829388,4.753156841917459,64,0,0.0,64,0,0.0
ordered,od_baseline,43,full_population,profile,80:2048,100.0,15603.319062452329,15603.319062452329,64,243.80186035081763,243.80186035081715,243.8018603508183,243.80186035081715,243.8018603508183,0.9999999999999963,0.9999999999999943,0.999999999999999,0.9999999999999943,0.999999999999999,64,64,100.0,64,64,100.0,2267.18676818721,2147.637764610922,2389.9373971785362,2144.41101219393,2391.4396249617394,9.299300525946942,8.808947403110789,9.802785728294023,8.795712260391415,9.808947403110784,64,0,0.0,64,0,0.0
ordered,od_baseline,43,full_population,profile,80:4096,100.0,31132.212914176984,31132.212914176984,64,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,64,64,100.0,64,64,100.0,3118.7489385386416,2877.8804517457547,3362.819050746567,2874.6536993287627,3364.32127852977,6.411363452277405,5.916198421855658,6.913110219343679,5.909565030414555,6.916198421855657,64,0,0.0,64,0,0.0
ordered,od_baseline,7,warm_2_4s,length,128,99.45759430685422,20306.237872326652,20416.98073821923,64,374.3812267541688,372.6508694745976,382.43353317162973,372.65086947459713,391.6817852224108,1.0046433737884737,0.9999999999999976,1.026251552051452,0.9999999999999963,1.0510690227951005,64,37,57.8125,64,64,100.0,3924.321449362126,3753.1036123605795,4116.49802854636,3733.7747687563206,4125.754481835177,10.530825957537783,10.071366847076167,11.046527368499696,10.019498341760427,11.071366847076165,64,0,0.0,64,0,0.0
ordered,od_baseline,7,warm_2_4s,length,160,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,warm_2_4s,length,32,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,warm_2_4s,length,64,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,warm_2_4s,length,80,100.0,43583.01926178077,43583.01926178077,96,405.56117130628263,486.44082678401537,486.44082678401537,243.80186035081715,486.44082678401537,0.9999999999999978,0.9999999999999994,0.9999999999999994,0.9999999999999943,0.9999999999999994,96,96,100.0,96,96,100.0,2875.528525146634,2875.3921247193875,3362.726735072739,2388.2128725447474,3364.32127852977,7.540675810167248,6.911083047303693,9.802407077886288,5.909565030414555,9.808947403110784,96,0,0.0,96,0,0.0
ordered,od_baseline,7,warm_2_4s,category,LL,99.45759430685422,20306.237872326652,20416.98073821923,64,374.3812267541688,372.6508694745976,382.43353317162973,372.65086947459713,391.6817852224108,1.0046433737884737,0.9999999999999976,1.026251552051452,0.9999999999999963,1.0510690227951005,64,37,57.8125,64,64,100.0,3924.321449362126,3753.1036123605795,4116.49802854636,3733.7747687563206,4125.754481835177,10.530825957537783,10.071366847076167,11.046527368499696,10.019498341760427,11.071366847076165,64,0,0.0,64,0,0.0
ordered,od_baseline,7,warm_2_4s,category,SL,100.0,43583.01926178077,43583.01926178077,96,405.56117130628263,486.44082678401537,486.44082678401537,243.80186035081715,486.44082678401537,0.9999999999999978,0.9999999999999994,0.9999999999999994,0.9999999999999943,0.9999999999999994,96,96,100.0,96,96,100.0,2875.528525146634,2875.3921247193875,3362.726735072739,2388.2128725447474,3364.32127852977,7.540675810167248,6.911083047303693,9.802407077886288,5.909565030414555,9.808947403110784,96,0,0.0,96,0,0.0
ordered,od_baseline,7,warm_2_4s,profile,128:2048,99.45759430685422,20306.237872326652,20416.98073821923,64,374.3812267541688,372.6508694745976,382.43353317162973,372.65086947459713,391.6817852224108,1.0046433737884737,0.9999999999999976,1.026251552051452,0.9999999999999963,1.0510690227951005,64,37,57.8125,64,64,100.0,3924.321449362126,3753.1036123605795,4116.49802854636,3733.7747687563206,4125.754481835177,10.530825957537783,10.071366847076167,11.046527368499696,10.019498341760427,11.071366847076165,64,0,0.0,64,0,0.0
ordered,od_baseline,7,warm_2_4s,profile,128:4096,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,warm_2_4s,profile,160:2048,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,warm_2_4s,profile,160:4096,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,warm_2_4s,profile,32:2048,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,warm_2_4s,profile,32:4096,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,warm_2_4s,profile,64:2048,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,warm_2_4s,profile,64:4096,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,warm_2_4s,profile,80:2048,100.0,12450.806347603786,12450.806347603786,32,243.80186035081715,243.80186035081715,243.80186035081715,243.80186035081715,243.80186035081715,0.9999999999999943,0.9999999999999943,0.9999999999999943,0.9999999999999943,0.9999999999999943,32,32,100.0,32,32,100.0,2389.0876983626185,2388.951297935372,2390.1933633650597,2388.2128725447474,2391.4396249617394,9.799300525946938,9.798741053484138,9.803835622606375,9.79571226039141,9.808947403110784,32,0,0.0,32,0,0.0
ordered,od_baseline,7,warm_2_4s,profile,80:4096,100.0,31132.212914176984,31132.212914176984,64,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,64,64,100.0,64,64,100.0,3118.7489385386416,2877.8804517457547,3362.819050746567,2874.6536993287627,3364.32127852977,6.411363452277405,5.916198421855658,6.913110219343679,5.909565030414555,6.916198421855657,64,0,0.0,64,0,0.0
ordered,od_baseline,7,long_2_6s,length,128,99.8452993647785,71474.52614997956,71585.26901587214,128,559.2599141865011,391.6817852224108,744.1386016188335,372.65086947459713,744.1386016188335,1.0023216868942373,1.000000000000001,1.0168491871960672,0.9999999999999963,1.0510690227951005,128,101,78.90625,128,128,100.0,4575.630578614681,4125.754481835177,5601.904762465422,3733.7747687563206,5614.031685072844,8.777487004021927,7.544336058981252,11.03882453039106,6.518361269389351,11.071366847076165,128,0,0.0,128,0,0.0
ordered,od_baseline,7,long_2_6s,length,160,99.43685684808015,12759.450816508592,12831.711722347085,32,461.6724073855964,458.93997910294274,473.6450377777601,458.5501817142649,484.90615154654733,1.0068089072817683,1.000850064843982,1.0329186568132256,0.9999999999999978,1.0574767405690495,32,15,46.875,32,32,100.0,6060.68141606225,6057.060536178956,6076.983490916266,6053.571831874256,6082.988205882087,13.217051606881299,13.209155241275777,13.252602950014719,13.201547122374466,13.265697950748057,32,0,0.0,32,0,0.0
ordered,od_baseline,7,long_2_6s,length,32,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,long_2_6s,length,64,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,long_2_6s,length,80,100.0,43583.01926178077,43583.01926178077,96,405.56117130628263,486.44082678401537,486.44082678401537,243.80186035081715,486.44082678401537,0.9999999999999978,0.9999999999999994,0.9999999999999994,0.9999999999999943,0.9999999999999994,96,96,100.0,96,96,100.0,2875.528525146634,2875.3921247193875,3362.726735072739,2388.2128725447474,3364.32127852977,7.540675810167248,6.911083047303693,9.802407077886288,5.909565030414555,9.808947403110784,96,0,0.0,96,0,0.0
ordered,od_baseline,7,long_2_6s,category,LL,99.78321450242508,84233.97696648816,84416.98073821922,160,539.7424128263202,458.93997910294274,744.1386016188335,372.65086947459713,744.1386016188335,1.0032191309717435,1.000000000000001,1.0230311013345177,0.9999999999999963,1.0574767405690495,160,116,72.5,160,160,100.0,4872.6407461041945,4853.100314247225,6063.215867014899,3733.7747687563206,6082.988205882087,9.665399924593801,10.025053162465152,13.222578703050303,6.518361269389351,13.265697950748057,160,0,0.0,160,0,0.0
ordered,od_baseline,7,long_2_6s,category,SL,100.0,43583.01926178077,43583.01926178077,96,405.56117130628263,486.44082678401537,486.44082678401537,243.80186035081715,486.44082678401537,0.9999999999999978,0.9999999999999994,0.9999999999999994,0.9999999999999943,0.9999999999999994,96,96,100.0,96,96,100.0,2875.528525146634,2875.3921247193875,3362.726735072739,2388.2128725447474,3364.32127852977,7.540675810167248,6.911083047303693,9.802407077886288,5.909565030414555,9.808947403110784,96,0,0.0,96,0,0.0
ordered,od_baseline,7,long_2_6s,profile,128:2048,99.53780874789757,23849.655646374224,23960.398512266802,64,374.3812267541688,372.6508694745976,382.43353317162973,372.65086947459713,391.6817852224108,1.0046433737884737,0.9999999999999976,1.026251552051452,0.9999999999999963,1.0510690227951005,64,37,57.8125,64,64,100.0,3924.321449362126,3753.1036123605795,4116.49802854636,3733.7747687563206,4125.754481835177,10.530825957537783,10.071366847076167,11.046527368499696,10.019498341760427,11.071366847076165,64,0,0.0,64,0,0.0
ordered,od_baseline,7,long_2_6s,profile,128:4096,100.0,47624.87050360534,47624.87050360534,64,744.1386016188335,744.1386016188335,744.1386016188335,744.1386016188335,744.1386016188335,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,1.000000000000001,64,64,100.0,64,64,100.0,5226.939707867236,4869.893083454011,5604.775231784027,4850.564239849751,5614.031685072844,7.02414805050607,6.5443360589812505,7.531896906827768,6.518361269389351,7.544336058981252,64,0,0.0,64,0,0.0
ordered,od_baseline,7,long_2_6s,profile,160:2048,99.43685684808015,12759.450816508592,12831.711722347085,32,461.6724073855964,458.93997910294274,473.6450377777601,458.5501817142649,484.90615154654733,1.0068089072817683,1.000850064843982,1.0329186568132256,0.9999999999999978,1.0574767405690495,32,15,46.875,32,32,100.0,6060.68141606225,6057.060536178956,6076.983490916266,6053.571831874256,6082.988205882087,13.217051606881299,13.209155241275777,13.252602950014719,13.201547122374466,13.265697950748057,32,0,0.0,32,0,0.0
ordered,od_baseline,7,long_2_6s,profile,160:4096,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,long_2_6s,profile,32:2048,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,long_2_6s,profile,32:4096,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,long_2_6s,profile,64:2048,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,long_2_6s,profile,64:4096,,0.0,0.0,0,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,0,0,,0,0,
ordered,od_baseline,7,long_2_6s,profile,80:2048,100.0,12450.806347603786,12450.806347603786,32,243.80186035081715,243.80186035081715,243.80186035081715,243.80186035081715,243.80186035081715,0.9999999999999943,0.9999999999999943,0.9999999999999943,0.9999999999999943,0.9999999999999943,32,32,100.0,32,32,100.0,2389.0876983626185,2388.951297935372,2390.1933633650597,2388.2128725447474,2391.4396249617394,9.799300525946938,9.798741053484138,9.803835622606375,9.79571226039141,9.808947403110784,32,0,0.0,32,0,0.0
ordered,od_baseline,7,long_2_6s,profile,80:4096,100.0,31132.212914176984,31132.212914176984,64,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,486.44082678401537,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,64,64,100.0,64,64,100.0,3118.7489385386416,2877.8804517457547,3362.819050746567,2874.6536993287627,3364.32127852977,6.411363452277405,5.916198421855658,6.913110219343679,5.909565030414555,6.916198421855657,64,0,0.0,64,0,0.0
ordered,od_baseline,7,full_population,length,128,99.8452993647785,71474.52614997956,71585.26901587214,128,559.2599141865011,391.6817852224108,744.1386016188335,372.65086947459713,744.1386016188335,1.0023216868942373,1.000000000000001,1.0168491871960672,0.9999999999999963,1.0510690227951005,128,101,78.90625,128,128,100.0,4575.630578614681,4125.754481835177,5601.904762465422,3733.7747687563206,5614.031685072844,8.777487004021927,7.544336058981252,11.03882453039106,6.518361269389351,11.071366847076165,128,0,0.0,128,0,0.0
