case,strategy,seed,order_mode,npu,ssu,complete_native_run,has_extended_windows,request_count,makespan_ms,input_fingerprint,manifest_sha256,source_unchanged_during_run,current_source_files_match,window,full_2s_bin,start_ms,end_ms,available,first_npu_finishes_ms,ends_before_first_npu_finishes,duration_ms,U_percent,SLO_1p5_percent,admitted_count,passed_count,completed_after_window_count,all_npus_active,mixed_npu_count,all_npus_compute_AB,missing_A_npu_ids,missing_B_npu_ids,inactive_npu_ids,nominal_strict_under40,nominal_peak_GB_s,any_ssu_over40_percent,any_ssu_at_or_above40_percent,internal_stall_card_ms,layer0_stall_card_ms,per_npu_U_percent,valid_all_active_mixed_underload_window,A_admitted_count,A_passed_count,A_SLO_1p5_percent,B_admitted_count,B_passed_count,B_SLO_1p5_percent,SSU0_nominal_peak_GB_s,SSU0_nominal_mean_GB_s,SSU0_over40_percent,SSU1_nominal_peak_GB_s,SSU1_nominal_mean_GB_s,SSU1_over40_percent,SSU2_nominal_peak_GB_s,SSU2_nominal_mean_GB_s,SSU2_over40_percent,SSU3_nominal_peak_GB_s,SSU3_nominal_mean_GB_s,SSU3_over40_percent
A200m1024_B32m1024_s4_r13_random_seed7,asu_baseline,7,random,16,4,True,False,1792,12858.741114482274,41b286aec9fc5632f9140565c9fe26a49a7fdc934d105258f90b480f78bab36f,ea427701cb83a44c5c9fb660302818f99d972219e68952c6a1f9b3f697694333,True,True,consecutive_2s,True,6000.0,8000.0,True,12838.949794048063,True,2000.0,99.95574068138876,100.0,276,276,16,True,16,True,,,,True,32.82779375232615,0.0,0.0,1.6826329517489285,12.48034900384755,"[100.0, 99.79087305349834, 99.82548281758577, 100.0, 99.96238464537778, 99.95180260658867, 99.99846128175136, 99.84417897507261, 100.0, 100.0, 100.0, 99.95617054720397, 99.96249697514168, 100.0, 100.0, 100.0]",True,72,72,100.0,204,204,100.0,32.82779375232615,31.020817882779426,0.0,32.600327654129714,30.30964877135092,0.0,30.626203320041498,28.70599759501986,0.0,30.574637391986723,28.00526609354962,0.0
A200m1024_B32m1024_s4_r13_random_seed7,asu_baseline,7,random,16,4,True,False,1792,12858.741114482274,41b286aec9fc5632f9140565c9fe26a49a7fdc934d105258f90b480f78bab36f,ea427701cb83a44c5c9fb660302818f99d972219e68952c6a1f9b3f697694333,True,True,consecutive_2s,True,8000.0,10000.0,True,12838.949794048063,True,2000.0,99.95346078744836,100.0,278,278,16,True,16,True,,,,True,33.98587123045172,0.0,0.0,4.4567606861528475,10.435787330370658,"[99.91308885426669, 99.99678774488575, 99.78584942217076, 99.97853877180577, 99.96495748064754, 99.89589262462815, 100.0, 99.97235352850348, 99.96298027370021, 99.98126529965901, 100.0, 99.96254176420625, 99.95822993106276, 100.0, 99.93555608273063, 99.94733082090679]",True,71,71,100.0,207,207,100.0,33.216045953925125,30.884748978330585,0.0,33.98587123045172,30.542713253195398,0.0,30.899334553731116,28.617483298840387,0.0,30.241078118744102,27.77626608046968,0.0
A200m1024_B32m1024_s4_r13_random_seed7,asu_baseline,7,random,16,4,True,False,1792,12858.741114482274,41b286aec9fc5632f9140565c9fe26a49a7fdc934d105258f90b480f78bab36f,ea427701cb83a44c5c9fb660302818f99d972219e68952c6a1f9b3f697694333,True,True,consecutive_2s,True,10000.0,12000.0,True,12838.949794048063,True,2000.0,99.78005952282264,100.0,281,281,16,True,16,True,,,,True,33.637648052895756,0.0,0.0,35.49690808119158,34.88404461556274,"[99.67881365932453, 99.55510463399551, 99.99292237392402, 100.0, 99.30803020906997, 100.0, 99.93545122006172, 100.0, 99.87753593906073, 99.95914778606011, 99.84805878119352, 99.8602247857746, 99.6807805024836, 99.71095099626446, 99.60209504741606, 99.4718364305335]",True,68,68,100.0,213,213,100.0,32.77753552060414,30.807008065553724,0.0,33.637648052895756,30.18077619127328,0.0,30.463127950295085,28.68067796920133,0.0,29.591624395407397,27.964172461768335,0.0
A200m1024_B32m1024_s4_r13_random_seed7,asu_baseline,7,random,16,4,True,False,1792,12858.741114482274,41b286aec9fc5632f9140565c9fe26a49a7fdc934d105258f90b480f78bab36f,ea427701cb83a44c5c9fb660302818f99d972219e68952c6a1f9b3f697694333,True,True,consecutive_2s,False,12000.0,12858.741114482274,True,12838.949794048063,False,858.7411144822745,98.63862731263713,100.0,116,116,0,False,16,True,,,"0,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,32.785468180168664,0.0,0.0,0.0,5.874636458082023,"[98.70139203784365, 100.00000000000001, 97.69359628498398, 98.56806539113761, 99.07797489089788, 98.55377924889035, 97.92088549788423, 97.57767386643506, 97.9641613878825, 98.35180264322679, 97.94532037113106, 98.22854543459934, 99.5179620592174, 99.63300841440424, 98.82435353230929, 99.65951594135066]",False,22,22,100.0,94,94,100.0,32.785468180168664,30.449795852041028,0.0,31.663815481638927,29.357156322978536,0.0,30.349401160286266,27.72549001844611,0.0,29.59103358797418,27.489907620232522,0.0
A200m1024_B32m1024_s4_r14_random_seed7,asu_baseline,7,random,16,4,True,False,2000,12938.451366057343,cbcfb413ba651f0168a16e6195709e26487bd4ad0566d0129dfed7040e80299c,629db421a892b686a410ecd8d53701f3b807c79639250033c7727ac133ca25ff,True,True,consecutive_2s,True,0.0,2000.0,True,12908.415819801749,True,2000.0,99.26625294093098,100.0,305,305,16,True,16,True,,,,True,33.10640793427969,0.0,0.0,85.57130899661414,149.22774990547248,"[99.27939203935173, 98.94955540197161, 99.43594393600002, 99.20888904539567, 99.4938532278164, 99.40853660886165, 99.33940052492456, 99.436619776, 99.09926347778853, 99.44070216539649, 99.3253559186425, 99.436394496, 98.98001401044039, 99.1075775464426, 99.24798464121561, 99.07056423864793]",True,69,69,100.0,236,236,100.0,33.10640793427969,30.5845522621865,0.0,32.657987137830894,29.760104274969898,0.0,30.593118103781357,28.224584238864068,0.0,30.29133635046606,27.61829996699316,0.0
A200m1024_B32m1024_s4_r14_random_seed7,asu_baseline,7,random,16,4,True,False,2000,12938.451366057343,cbcfb413ba651f0168a16e6195709e26487bd4ad0566d0129dfed7040e80299c,629db421a892b686a410ecd8d53701f3b807c79639250033c7727ac133ca25ff,True,True,consecutive_2s,True,2000.0,4000.0,True,12908.415819801749,True,2000.0,99.889063204514,100.0,314,314,16,True,16,True,,,,True,33.473158705299454,0.0,0.0,11.613788574770751,23.885985980746682,"[99.88296459229726, 99.76677472735605, 99.79873843274758, 99.79636603382254, 99.94757954235408, 99.84720052687744, 100.0, 99.96792431555602, 99.9208380376085, 99.95645356895474, 99.89795932592605, 99.91887032752744, 99.9968921252127, 99.89756229540525, 99.78932683657486, 99.83956058400359]",True,62,62,100.0,252,252,100.0,33.473158705299454,30.43910513490201,0.0,31.854678600695788,29.537174842850145,0.0,31.632423487881205,28.238025223208528,0.0,29.649835086643215,27.25608056491853,0.0
A200m1024_B32m1024_s4_r14_random_seed7,asu_baseline,7,random,16,4,True,False,2000,12938.451366057343,cbcfb413ba651f0168a16e6195709e26487bd4ad0566d0129dfed7040e80299c,629db421a892b686a410ecd8d53701f3b807c79639250033c7727ac133ca25ff,True,True,consecutive_2s,True,4000.0,6000.0,True,12908.415819801749,True,2000.0,99.91694360314845,100.0,314,314,16,True,16,True,,,,True,32.23044988280833,0.0,0.0,7.860720040856904,18.717326951634277,"[99.96059918894821, 99.94771389842221, 100.0, 99.75922260660428, 99.90706695356361, 100.0, 99.95932559792467, 99.95312129875396, 99.93321203234659, 99.9666309855636, 99.81121152592738, 100.0, 99.66667641945041, 99.96315174293251, 99.92716990930671, 99.9159954906313]",True,61,61,100.0,253,253,100.0,32.23044988280833,30.10696786196564,0.0,31.6883699491308,29.677814182749593,0.0,29.890511511404547,28.039712524512222,0.0,29.6252733373809,27.53078578550283,0.0
A200m1024_B32m1024_s4_r14_random_seed7,asu_baseline,7,random,16,4,True,False,2000,12938.451366057343,cbcfb413ba651f0168a16e6195709e26487bd4ad0566d0129dfed7040e80299c,629db421a892b686a410ecd8d53701f3b807c79639250033c7727ac133ca25ff,True,True,consecutive_2s,True,6000.0,8000.0,True,12908.415819801749,True,2000.0,99.86539254525641,100.0,302,302,16,True,16,True,,,,True,33.143502721105946,0.0,0.0,25.145154391595497,17.929231126351624,"[99.74182686524918, 100.0, 99.6823130065296, 99.6842749222527, 100.0, 99.9191393384944, 99.9975255349913, 100.0, 99.93744425982159, 99.76587760874672, 99.9198742628826, 99.64114241589091, 99.9178258857823, 100.0, 99.64249125096958, 99.99654537249177]",True,64,64,100.0,238,238,100.0,33.143502721105946,30.52895875444776,0.0,33.10318193423161,29.73013966277145,0.0,30.646011528118283,28.37049371381951,0.0,29.283576123310127,27.384783235432902,0.0
A200m1024_B32m1024_s4_r14_random_seed7,asu_baseline,7,random,16,4,True,False,2000,12938.451366057343,cbcfb413ba651f0168a16e6195709e26487bd4ad0566d0129dfed7040e80299c,629db421a892b686a410ecd8d53701f3b807c79639250033c7727ac133ca25ff,True,True,consecutive_2s,True,8000.0,10000.0,True,12908.415819801749,True,2000.0,99.96353889395729,100.0,320,320,16,True,16,True,,,,True,32.13861004954832,0.0,0.0,1.3049330722333252,10.362620861435062,"[99.83812596468515, 100.0, 100.0, 100.0, 99.93189949941988, 99.94339327303186, 99.9964620557007, 99.99248363269507, 99.95323543245476, 99.83389913896463, 100.0, 100.0, 100.0, 100.0, 99.9271233063645, 100.0]",True,59,59,100.0,261,261,100.0,32.13861004954832,30.087133193395246,0.0,31.98334125790009,29.47231956939338,0.0,30.572459643568152,27.92152688510093,0.0,29.455844967284776,27.43755086399063,0.0
A200m1024_B32m1024_s4_r14_random_seed7,asu_baseline,7,random,16,4,True,False,2000,12938.451366057343,cbcfb413ba651f0168a16e6195709e26487bd4ad0566d0129dfed7040e80299c,629db421a892b686a410ecd8d53701f3b807c79639250033c7727ac133ca25ff,True,True,consecutive_2s,True,10000.0,12000.0,True,12908.415819801749,True,2000.0,99.78867840891229,100.0,308,308,16,True,16,True,,,,True,33.80430786714013,0.0,0.0,42.87777356077822,24.745135587287223,"[99.88524518863423, 99.78138172309045, 99.86375544855674, 99.69446266203167, 99.9076402594941, 99.73587615224824, 99.94148624255713, 99.97870373065753, 99.77305438195673, 99.78134488671293, 99.70889408299635, 99.76609590441859, 99.68774747496892, 99.64287400333478, 99.54954481759431, 99.92074758334402]",True,61,61,100.0,247,247,100.0,33.80430786714013,30.717900144270104,0.0,32.1332927826494,29.59287639867724,0.0,30.04613874750262,27.92950697496625,0.0,29.149974443606006,27.214873770980876,0.0
A200m1024_B32m1024_s4_r14_random_seed7,asu_baseline,7,random,16,4,True,False,2000,12938.451366057343,cbcfb413ba651f0168a16e6195709e26487bd4ad0566d0129dfed7040e80299c,629db421a892b686a410ecd8d53701f3b807c79639250033c7727ac133ca25ff,True,True,consecutive_2s,False,12000.0,12938.451366057343,True,12908.415819801749,False,938.451366057343,98.09544661965884,100.0,137,137,0,False,16,True,,,"0,1,2,4,5,6,7,8,9,10,11,12,13,14,15",True,32.81368105554742,0.0,0.0,9.37227074789007,24.736112531911203,"[98.3122202559492, 98.61639816754281, 97.90176321654783, 99.26046027169293, 97.03376158419232, 97.74534578602034, 96.9353857383591, 96.73366447504328, 98.25064267429958, 97.97814963525957, 98.15208137198896, 97.94065213644204, 99.03468267771476, 98.26317829217889, 99.38742371431324, 97.98133591699674]",False,24,24,100.0,113,113,100.0,32.81368105554742,29.982836469772394,0.0,31.518610216304676,28.957522564703176,0.0,30.866521300353078,27.72239704532055,0.0,29.399347298500608,26.89608544605385,0.0
A200m2048_B32m2048_s2_r12_random_seed7,asu_baseline,7,random,16,2,True,False,816,13689.261134563414,4fffe7f8f579d61618534dffbfd6e19fb26adb203ef5064f1684aa5664d49555,f01e0c7ec4c8a81180a04346b0f8959b10f1a840638818444aca0247afb7d218,True,True,consecutive_2s,True,0.0,2000.0,True,13566.526443415894,True,2000.0,96.99954122591328,100.0,128,128,16,True,16,True,,,,True,32.742737314224534,0.0,0.0,589.8406069524792,370.30620075527065,"[96.13063471882968, 97.78990383580768, 96.04393329841703, 97.64713288657958, 97.94574836478603, 97.97120500478613, 98.36608921599971, 97.83364677425418, 96.10427695882959, 92.0806260080378, 96.07566639882947, 98.3302696959997, 97.80706373425474, 98.3298191359997, 96.22235505841766, 97.31428852478383]",True,44,44,100.0,84,84,100.0,32.742737314224534,30.3001613476359,0.0,31.825573804022177,29.251176197772875,0.0,,,,,,
A200m2048_B32m2048_s2_r12_random_seed7,asu_baseline,7,random,16,2,True,False,816,13689.261134563414,4fffe7f8f579d61618534dffbfd6e19fb26adb203ef5064f1684aa5664d49555,f01e0c7ec4c8a81180a04346b0f8959b10f1a840638818444aca0247afb7d218,True,True,consecutive_2s,True,2000.0,4000.0,True,13566.526443415894,True,2000.0,99.9934914319272,100.0,123,123,16,True,16,True,,,,True,32.27789962140057,0.0,0.0,2.0827417832983883,0.0,"[100.0, 100.0, 99.948209585838, 100.0, 100.0, 99.96791927279212, 100.0, 99.97973405220496, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",True,40,40,100.0,83,83,100.0,32.27789962140057,30.283154267917887,0.0,31.026214685530526,29.196605727515845,0.0,,,,,,
A200m2048_B32m2048_s2_r12_random_seed7,asu_baseline,7,random,16,2,True,False,816,13689.261134563414,4fffe7f8f579d61618534dffbfd6e19fb26adb203ef5064f1684aa5664d49555,f01e0c7ec4c8a81180a04346b0f8959b10f1a840638818444aca0247afb7d218,True,True,consecutive_2s,True,4000.0,6000.0,True,13566.526443415894,True,2000.0,99.94974447254278,100.0,114,114,16,True,16,True,,,,True,32.58145710052146,0.0,0.0,12.514869301688577,3.566899484620535,"[100.0, 100.0, 100.0, 100.0, 99.97061338058903, 100.0, 100.0, 99.80468224000421, 100.0, 99.91177024457008, 100.0, 99.81630145589669, 99.87088921385555, 100.0, 100.0, 99.82165502576896]",True,42,42,100.0,72,72,100.0,32.58145710052146,30.800295597155337,0.0,31.44107842386003,29.690543444804668,0.0,,,,,,
A200m2048_B32m2048_s2_r12_random_seed7,asu_baseline,7,random,16,2,True,False,816,13689.261134563414,4fffe7f8f579d61618534dffbfd6e19fb26adb203ef5064f1684aa5664d49555,f01e0c7ec4c8a81180a04346b0f8959b10f1a840638818444aca0247afb7d218,True,True,consecutive_2s,True,6000.0,8000.0,True,13566.526443415894,True,2000.0,100.0,100.0,124,124,16,True,16,True,,,,True,31.77404743509935,0.0,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",True,40,40,100.0,84,84,100.0,31.77404743509935,30.38672872226678,0.0,30.907053009754538,29.277264123439274,0.0,,,,,,
A200m2048_B32m2048_s2_r12_random_seed7,asu_baseline,7,random,16,2,True,False,816,13689.261134563414,4fffe7f8f579d61618534dffbfd6e19fb26adb203ef5064f1684aa5664d49555,f01e0c7ec4c8a81180a04346b0f8959b10f1a840638818444aca0247afb7d218,True,True,consecutive_2s,True,8000.0,10000.0,True,13566.526443415894,True,2000.0,99.92843572148016,100.0,113,113,16,True,15,False,,14,,True,32.38861735189218,0.0,0.0,8.49771458196119,14.40285454439254,"[100.0, 100.0, 99.75621103432813, 99.99872953000313, 99.8716472200671, 99.87708974386324, 99.82435310668679, 99.85225202288986, 99.85831310861212, 100.0, 100.0, 100.0, 99.99977461909066, 99.8166011581413, 100.0, 100.0]",False,40,40,100.0,73,73,100.0,32.38861735189218,30.63734226997324,0.0,31.38953715120538,29.5331280860884,0.0,,,,,,
A200m2048_B32m2048_s2_r12_random_seed7,asu_baseline,7,random,16,2,True,False,816,13689.261134563414,4fffe7f8f579d61618534dffbfd6e19fb26adb203ef5064f1684aa5664d49555,f01e0c7ec4c8a81180a04346b0f8959b10f1a840638818444aca0247afb7d218,True,True,consecutive_2s,True,10000.0,12000.0,True,13566.526443415894,True,2000.0,99.9910762407845,100.0,120,120,16,True,15,False,,9,,True,31.894571885789176,0.0,0.0,0.0,2.85560294896095,"[100.0, 100.0, 100.0, 100.0, 99.85721985255195, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",False,41,41,100.0,79,79,100.0,31.894571885789176,30.371034437514865,0.0,30.810633135439875,29.495747296104366,0.0,,,,,,
A200m2048_B32m2048_s2_r12_random_seed7,asu_baseline,7,random,16,2,True,False,816,13689.261134563414,4fffe7f8f579d61618534dffbfd6e19fb26adb203ef5064f1684aa5664d49555,f01e0c7ec4c8a81180a04346b0f8959b10f1a840638818444aca0247afb7d218,True,True,consecutive_2s,False,12000.0,13689.261134563414,True,13566.526443415894,False,1689.261134563414,94.23429244845875,100.0,94,94,0,False,16,True,,,"0,1,2,3,4,5,6,7,8,10,11,12,13,14,15",True,31.728580304722314,0.0,0.0,34.88589638457961,6.308863805328656,"[95.10053433237758, 93.13604336881139, 95.5531355228343, 93.30658114568537, 93.30733129446399, 93.10489343574697, 92.66182599804957, 93.51442032891066, 95.29949072573967, 100.0, 95.16561405140583, 92.7137672520026, 93.26885441419755, 92.71394585997952, 94.99194207543152, 93.91029936970335]",False,25,25,100.0,69,69,100.0,31.728580304722314,28.405485790382354,0.0,30.789076235481918,27.516120817208012,0.0,,,,,,
A200m2048_B32m2048_s2_r13_random_seed7,asu_baseline,7,random,16,2,True,False,960,13792.544305217682,307c2e8cf1b9fc8419f141f6778913dc2d4aa2671b072c04fd4e94de1183fed3,8a01c489e3bad20cc3a79fce2d3734effff43420f76bb340f66c69b986e84e4c,True,True,consecutive_2s,True,0.0,2000.0,True,13696.392696829818,True,2000.0,96.70178959305665,100.0,133,133,16,True,16,True,,,,True,31.810695263197584,0.0,0.0,718.5983296439545,336.8290005779204,"[98.09812549420633, 98.17336901420657, 94.72902910188301, 98.12515909420641, 98.08911655678634, 96.30945615131171, 98.25965125420689, 96.25358671131151, 98.14656069420647, 93.80757280593411, 93.8087782542492, 96.3369403113118, 96.12764734641745, 98.32643993599969, 94.75516158188312, 97.88203918078558]",True,43,43,100.0,90,90,100.0,31.810695263197584,29.953055798794043,0.0,30.95781062332909,29.048960131319554,0.0,,,,,,
A200m2048_B32m2048_s2_r13_random_seed7,asu_baseline,7,random,16,2,True,False,960,13792.544305217682,307c2e8cf1b9fc8419f141f6778913dc2d4aa2671b072c04fd4e94de1183fed3,8a01c489e3bad20cc3a79fce2d3734effff43420f76bb340f66c69b986e84e4c,True,True,consecutive_2s,True,2000.0,4000.0,True,13696.392696829818,True,2000.0,99.95287062416521,100.0,141,141,16,True,16,True,,,,True,30.548637041806526,0.0,0.0,13.356790323680798,1.72460994344965,"[100.0, 100.0, 99.9900181331865, 99.77515796440316, 99.78664498182377, 100.0, 99.91376950282752, 100.0, 99.78033940440253, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",True,32,32,100.0,109,109,100.0,30.548637041806526,29.464090111756324,0.0,30.132574282648786,28.740882057581903,0.0,,,,,,
A200m2048_B32m2048_s2_r13_random_seed7,asu_baseline,7,random,16,2,True,False,960,13792.544305217682,307c2e8cf1b9fc8419f141f6778913dc2d4aa2671b072c04fd4e94de1183fed3,8a01c489e3bad20cc3a79fce2d3734effff43420f76bb340f66c69b986e84e4c,True,True,consecutive_2s,True,4000.0,6000.0,True,13696.392696829818,True,2000.0,99.99965428560408,100.0,162,162,16,True,16,True,,,,True,30.540014438704723,0.0,0.0,0.0,0.11062860669153451,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 99.99446856966541, 100.0, 100.0, 100.0]",True,32,32,100.0,130,130,100.0,30.540014438704723,29.034215046965322,0.0,29.07137498054004,27.847550682785414,0.0,,,,,,
A200m2048_B32m2048_s2_r13_random_seed7,asu_baseline,7,random,16,2,True,False,960,13792.544305217682,307c2e8cf1b9fc8419f141f6778913dc2d4aa2671b072c04fd4e94de1183fed3,8a01c489e3bad20cc3a79fce2d3734effff43420f76bb340f66c69b986e84e4c,True,True,consecutive_2s,True,6000.0,8000.0,True,13696.392696829818,True,2000.0,100.0,100.0,133,133,16,True,16,True,,,,True,31.373286422583696,0.0,0.0,0.0,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",True,39,39,100.0,94,94,100.0,31.373286422583696,29.802565516370418,0.0,30.547642564224645,29.07839653048001,0.0,,,,,,
A200m2048_B32m2048_s2_r13_random_seed7,asu_baseline,7,random,16,2,True,False,960,13792.544305217682,307c2e8cf1b9fc8419f141f6778913dc2d4aa2671b072c04fd4e94de1183fed3,8a01c489e3bad20cc3a79fce2d3734effff43420f76bb340f66c69b986e84e4c,True,True,consecutive_2s,True,8000.0,10000.0,True,13696.392696829818,True,2000.0,99.95258771169134,100.0,126,126,16,True,16,True,,,,True,31.796387994137394,0.0,0.0,15.171932258774177,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 99.75346508283637, 99.77197052688152, 100.0, 99.9409994677144, 99.77496830962902, 100.0]",True,36,36,100.0,90,90,100.0,31.796387994137394,30.123347298545223,0.0,30.721268546066867,29.283375737325507,0.0,,,,,,
A200m2048_B32m2048_s2_r13_random_seed7,asu_baseline,7,random,16,2,True,False,960,13792.544305217682,307c2e8cf1b9fc8419f141f6778913dc2d4aa2671b072c04fd4e94de1183fed3,8a01c489e3bad20cc3a79fce2d3734effff43420f76bb340f66c69b986e84e4c,True,True,consecutive_2s,True,10000.0,12000.0,True,13696.392696829818,True,2000.0,99.9996151507381,100.0,144,144,16,True,16,True,,,,True,31.82970448673833,0.0,0.0,0.1231517638079822,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 99.9938424118096, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",True,35,35,100.0,109,109,100.0,31.82970448673833,29.578158598262505,0.0,30.687952053465942,28.683580861526853,0.0,,,,,,
A200m2048_B32m2048_s2_r13_random_seed7,asu_baseline,7,random,16,2,True,False,960,13792.544305217682,307c2e8cf1b9fc8419f141f6778913dc2d4aa2671b072c04fd4e94de1183fed3,8a01c489e3bad20cc3a79fce2d3734effff43420f76bb340f66c69b986e84e4c,True,True,consecutive_2s,False,12000.0,13792.544305217682,True,13696.392696829818,False,1792.5443052176815,96.489170870951,100.0,121,121,0,False,16,True,,,"0,1,2,3,4,5,6,7,8,9,11,12,13,14,15",True,31.989628200783052,0.0,0.0,0.0,2.0476870552793116,"[94.82493515347326, 94.74098351023726, 98.59508270218753, 95.04563646057338, 95.0730338531249, 96.82061173194388, 94.74779600055186, 96.88294708380941, 95.01597689799323, 99.61204437669635, 99.88576644664687, 97.04436666233413, 97.02963332731765, 94.6360261161753, 98.80586392863648, 95.06602968351447]",False,23,23,100.0,98,98,100.0,31.989628200783052,28.524665384738856,0.0,29.64066819087731,26.99859630235229,0.0,,,,,,
A200m2048_B32m2048_s2_r14_random_seed7,asu_baseline,7,random,16,2,True,False,1040,13369.62729539202,57968387f76b51a4fb04598009a1948ce53e5e6a50d91c90669b58f8cac260e1,d69ce22b17cb36e7a0e1acd433db29ff04ecf335bbc3e2622d178023d6d7e9c0,True,True,consecutive_2s,True,0.0,2000.0,True,13351.93462894556,True,2000.0,98.86129645876429,100.0,164,164,16,True,16,True,,,,True,31.9945197947781,0.0,0.0,141.84064847116827,222.54448472425656,"[98.92996505599992, 98.40234219888532, 98.84969678532143, 98.9304156159999, 99.27111339821201, 99.08030445699679, 98.72595827579356, 98.99267053699646, 98.95911382358479, 99.02353389699657, 98.87582926532136, 98.93064089599993, 98.3013054758028, 98.96338413699637, 98.93019033599991, 98.61427918532162]",True,34,34,100.0,130,130,100.0,31.9945197947781,28.96076049721423,0.0,30.83669842832918,28.080232500140337,0.0,,,,,,
A200m2048_B32m2048_s2_r14_random_seed7,asu_baseline,7,random,16,2,True,False,1040,13369.62729539202,57968387f76b51a4fb04598009a1948ce53e5e6a50d91c90669b58f8cac260e1,d69ce22b17cb36e7a0e1acd433db29ff04ecf335bbc3e2622d178023d6d7e9c0,True,True,consecutive_2s,True,2000.0,4000.0,True,13351.93462894556,True,2000.0,99.90649498306831,100.0,147,147,16,True,16,True,,,,True,31.990991760103825,0.0,0.0,23.88178013582956,6.039825282306538,"[100.0, 99.84442434574383, 99.8206548917859, 100.0, 100.0, 100.0, 99.82123383195088, 100.0, 99.73826220131821, 100.0, 100.0, 99.6286942044353, 100.0, 99.77086479298774, 100.0, 99.87978546087135]",True,31,31,100.0,116,116,100.0,31.990991760103825,29.308643421234784,0.0,30.614462051313268,28.20270240902982,0.0,,,,,,
A200m2048_B32m2048_s2_r14_random_seed7,asu_baseline,7,random,16,2,True,False,1040,13369.62729539202,57968387f76b51a4fb04598009a1948ce53e5e6a50d91c90669b58f8cac260e1,d69ce22b17cb36e7a0e1acd433db29ff04ecf335bbc3e2622d178023d6d7e9c0,True,True,consecutive_2s,True,4000.0,6000.0,True,13351.93462894556,True,2000.0,99.97766087908063,100.0,172,172,16,True,16,True,,,,True,31.699389003988966,0.0,0.0,7.148518694197264,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 99.89160109561166, 99.75097296967846, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",True,32,32,100.0,140,140,100.0,31.699389003988966,28.98685746663173,0.0,30.056332060832613,27.43828274961293,0.0,,,,,,
A200m2048_B32m2048_s2_r14_random_seed7,asu_baseline,7,random,16,2,True,False,1040,13369.62729539202,57968387f76b51a4fb04598009a1948ce53e5e6a50d91c90669b58f8cac260e1,d69ce22b17cb36e7a0e1acd433db29ff04ecf335bbc3e2622d178023d6d7e9c0,True,True,consecutive_2s,True,6000.0,8000.0,True,13351.93462894556,True,2000.0,99.99978509134807,100.0,153,153,16,True,16,True,,,,True,30.28269912056461,0.0,0.0,0.0,0.068770768617469,"[100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 99.99656146156913, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]",True,30,30,100.0,123,123,100.0,30.28269912056461,28.991039162621746,0.0,29.708492352838096,28.334110532099025,0.0,,,,,,
A200m2048_B32m2048_s2_r14_random_seed7,asu_baseline,7,random,16,2,True,False,1040,13369.62729539202,57968387f76b51a4fb04598009a1948ce53e5e6a50d91c90669b58f8cac260e1,d69ce22b17cb36e7a0e1acd433db29ff04ecf335bbc3e2622d178023d6d7e9c0,True,True,consecutive_2s,True,8000.0,10000.0,True,13351.93462894556,True,2000.0,99.94944892016889,100.0,154,154,16,True,16,True,,,,True,30.871792273185143,0.0,0.0,14.773219156180858,1.4031263897795725,"[99.92984368051103, 100.0, 99.85072745873485, 100.0, 99.86028646873892, 99.8958402788343, 100.0, 100.0, 100.0, 99.88299006663227, 99.891977933841, 99.87951683540959, 100.0, 100.0, 100.0, 100.0]",True,31,31,100.0,123,123,100.0,30.871792273185143,29.200481516853092,0.0,30.06241640040044,28.183096301213737,0.0,,,,,,
