scenario,policy,seed,window,profile,count,passed,percent
semi,od_baseline,43,warm_2_4s,80:2048,7,7,100.0
semi,od_baseline,43,warm_2_4s,80:256,3,1,33.333333333333336
semi,od_baseline,43,warm_2_4s,80:4096,9,9,100.0
semi,od_baseline,43,long_2_6s,128:1024,8,8,100.0
semi,od_baseline,43,long_2_6s,128:2048,15,15,100.0
semi,od_baseline,43,long_2_6s,128:256,10,8,80.0
semi,od_baseline,43,long_2_6s,128:4096,22,22,100.0
semi,od_baseline,43,long_2_6s,160:1024,7,7,100.0
semi,od_baseline,43,long_2_6s,160:2048,14,14,100.0
semi,od_baseline,43,long_2_6s,160:256,10,4,40.0
semi,od_baseline,43,long_2_6s,160:4096,36,36,100.0
semi,od_baseline,43,long_2_6s,200:1024,10,10,100.0
semi,od_baseline,43,long_2_6s,200:2048,14,14,100.0
semi,od_baseline,43,long_2_6s,200:256,12,6,50.0
semi,od_baseline,43,long_2_6s,200:4096,15,15,100.0
semi,od_baseline,43,long_2_6s,32:1024,10,10,100.0
semi,od_baseline,43,long_2_6s,32:2048,9,9,100.0
semi,od_baseline,43,long_2_6s,32:256,9,7,77.77777777777777
semi,od_baseline,43,long_2_6s,32:4096,27,27,100.0
semi,od_baseline,43,long_2_6s,64:1024,14,14,100.0
semi,od_baseline,43,long_2_6s,64:2048,8,8,100.0
semi,od_baseline,43,long_2_6s,64:256,12,9,75.0
semi,od_baseline,43,long_2_6s,64:4096,19,19,100.0
semi,od_baseline,43,long_2_6s,80:1024,9,9,100.0
semi,od_baseline,43,long_2_6s,80:2048,13,13,100.0
semi,od_baseline,43,long_2_6s,80:256,7,5,71.42857142857143
semi,od_baseline,43,long_2_6s,80:4096,18,18,100.0
semi,od_baseline,43,full_population,128:1024,32,31,96.875
semi,od_baseline,43,full_population,128:2048,32,32,100.0
semi,od_baseline,43,full_population,128:256,32,18,56.25
semi,od_baseline,43,full_population,128:4096,64,64,100.0
semi,od_baseline,43,full_population,160:1024,32,29,90.625
semi,od_baseline,43,full_population,160:2048,32,32,100.0
semi,od_baseline,43,full_population,160:256,32,14,43.75
semi,od_baseline,43,full_population,160:4096,64,64,100.0
semi,od_baseline,43,full_population,200:1024,32,32,100.0
semi,od_baseline,43,full_population,200:2048,32,32,100.0
semi,od_baseline,43,full_population,200:256,32,16,50.0
semi,od_baseline,43,full_population,200:4096,64,64,100.0
semi,od_baseline,43,full_population,32:1024,32,31,96.875
semi,od_baseline,43,full_population,32:2048,32,32,100.0
semi,od_baseline,43,full_population,32:256,32,24,75.0
semi,od_baseline,43,full_population,32:4096,64,64,100.0
semi,od_baseline,43,full_population,64:1024,32,32,100.0
semi,od_baseline,43,full_population,64:2048,32,32,100.0
semi,od_baseline,43,full_population,64:256,32,17,53.125
semi,od_baseline,43,full_population,64:4096,64,64,100.0
semi,od_baseline,43,full_population,80:1024,32,29,90.625
semi,od_baseline,43,full_population,80:2048,32,32,100.0
semi,od_baseline,43,full_population,80:256,32,18,56.25
semi,od_baseline,43,full_population,80:4096,64,64,100.0
semi,od_baseline,7,warm_2_4s,128:1024,4,4,100.0
semi,od_baseline,7,warm_2_4s,128:2048,4,4,100.0
semi,od_baseline,7,warm_2_4s,128:256,4,1,25.0
semi,od_baseline,7,warm_2_4s,128:4096,6,6,100.0
semi,od_baseline,7,warm_2_4s,160:1024,4,4,100.0
semi,od_baseline,7,warm_2_4s,160:2048,7,7,100.0
semi,od_baseline,7,warm_2_4s,160:256,8,4,50.0
semi,od_baseline,7,warm_2_4s,160:4096,11,11,100.0
semi,od_baseline,7,warm_2_4s,200:1024,8,8,100.0
semi,od_baseline,7,warm_2_4s,200:2048,6,6,100.0
semi,od_baseline,7,warm_2_4s,200:256,6,4,66.66666666666667
semi,od_baseline,7,warm_2_4s,200:4096,14,14,100.0
semi,od_baseline,7,warm_2_4s,32:1024,9,9,100.0
semi,od_baseline,7,warm_2_4s,32:2048,8,8,100.0
semi,od_baseline,7,warm_2_4s,32:256,5,4,80.0
semi,od_baseline,7,warm_2_4s,32:4096,13,13,100.0
semi,od_baseline,7,warm_2_4s,64:1024,5,5,100.0
semi,od_baseline,7,warm_2_4s,64:2048,7,7,100.0
semi,od_baseline,7,warm_2_4s,64:256,7,3,42.857142857142854
semi,od_baseline,7,warm_2_4s,64:4096,11,11,100.0
semi,od_baseline,7,warm_2_4s,80:1024,9,9,100.0
semi,od_baseline,7,warm_2_4s,80:2048,5,5,100.0
semi,od_baseline,7,warm_2_4s,80:256,4,3,75.0
semi,od_baseline,7,warm_2_4s,80:4096,13,13,100.0
semi,od_baseline,7,long_2_6s,128:1024,9,9,100.0
semi,od_baseline,7,long_2_6s,128:2048,9,9,100.0
semi,od_baseline,7,long_2_6s,128:256,9,4,44.44444444444444
semi,od_baseline,7,long_2_6s,128:4096,21,21,100.0
semi,od_baseline,7,long_2_6s,160:1024,9,9,100.0
semi,od_baseline,7,long_2_6s,160:2048,13,13,100.0
semi,od_baseline,7,long_2_6s,160:256,11,5,45.45454545454545
semi,od_baseline,7,long_2_6s,160:4096,22,22,100.0
semi,od_baseline,7,long_2_6s,200:1024,13,13,100.0
semi,od_baseline,7,long_2_6s,200:2048,12,12,100.0
semi,od_baseline,7,long_2_6s,200:256,12,9,75.0
semi,od_baseline,7,long_2_6s,200:4096,24,24,100.0
semi,od_baseline,7,long_2_6s,32:1024,14,14,100.0
semi,od_baseline,7,long_2_6s,32:2048,12,12,100.0
semi,od_baseline,7,long_2_6s,32:256,12,11,91.66666666666667
semi,od_baseline,7,long_2_6s,32:4096,25,25,100.0
semi,od_baseline,7,long_2_6s,64:1024,8,8,100.0
semi,od_baseline,7,long_2_6s,64:2048,13,13,100.0
semi,od_baseline,7,long_2_6s,64:256,12,6,50.0
semi,od_baseline,7,long_2_6s,64:4096,22,22,100.0
semi,od_baseline,7,long_2_6s,80:1024,12,12,100.0
semi,od_baseline,7,long_2_6s,80:2048,10,10,100.0
semi,od_baseline,7,long_2_6s,80:256,11,9,81.81818181818181
semi,od_baseline,7,long_2_6s,80:4096,24,24,100.0
semi,od_baseline,7,full_population,128:1024,32,32,100.0
semi,od_baseline,7,full_population,128:2048,32,32,100.0
semi,od_baseline,7,full_population,128:256,32,18,56.25
semi,od_baseline,7,full_population,128:4096,64,64,100.0
semi,od_baseline,7,full_population,160:1024,32,32,100.0
semi,od_baseline,7,full_population,160:2048,32,32,100.0
semi,od_baseline,7,full_population,160:256,32,16,50.0
semi,od_baseline,7,full_population,160:4096,64,64,100.0
semi,od_baseline,7,full_population,200:1024,32,32,100.0
semi,od_baseline,7,full_population,200:2048,32,32,100.0
semi,od_baseline,7,full_population,200:256,32,19,59.375
semi,od_baseline,7,full_population,200:4096,64,64,100.0
semi,od_baseline,7,full_population,32:1024,32,32,100.0
semi,od_baseline,7,full_population,32:2048,32,32,100.0
semi,od_baseline,7,full_population,32:256,32,27,84.375
semi,od_baseline,7,full_population,32:4096,64,64,100.0
semi,od_baseline,7,full_population,64:1024,32,32,100.0
semi,od_baseline,7,full_population,64:2048,32,32,100.0
semi,od_baseline,7,full_population,64:256,32,19,59.375
semi,od_baseline,7,full_population,64:4096,64,64,100.0
semi,od_baseline,7,full_population,80:1024,32,31,96.875
semi,od_baseline,7,full_population,80:2048,32,32,100.0
semi,od_baseline,7,full_population,80:256,32,25,78.125
semi,od_baseline,7,full_population,80:4096,64,64,100.0
semi,once,19,warm_2_4s,128:1024,3,3,100.0
semi,once,19,warm_2_4s,128:2048,5,5,100.0
semi,once,19,warm_2_4s,128:256,5,4,80.0
semi,once,19,warm_2_4s,128:4096,14,14,100.0
semi,once,19,warm_2_4s,160:1024,8,8,100.0
semi,once,19,warm_2_4s,160:2048,10,10,100.0
semi,once,19,warm_2_4s,160:256,4,4,100.0
semi,once,19,warm_2_4s,160:4096,6,6,100.0
semi,once,19,warm_2_4s,200:1024,6,6,100.0
semi,once,19,warm_2_4s,200:2048,5,5,100.0
semi,once,19,warm_2_4s,200:256,5,5,100.0
semi,once,19,warm_2_4s,200:4096,13,13,100.0
semi,once,19,warm_2_4s,32:1024,7,5,71.42857142857143
semi,once,19,warm_2_4s,32:2048,6,6,100.0
semi,once,19,warm_2_4s,32:256,7,7,100.0
semi,once,19,warm_2_4s,32:4096,8,8,100.0
semi,once,19,warm_2_4s,64:1024,4,4,100.0
semi,once,19,warm_2_4s,64:2048,4,4,100.0
semi,once,19,warm_2_4s,64:256,4,4,100.0
semi,once,19,warm_2_4s,64:4096,10,10,100.0
semi,once,19,warm_2_4s,80:1024,4,4,100.0
semi,once,19,warm_2_4s,80:2048,6,6,100.0
semi,once,19,warm_2_4s,80:256,6,6,100.0
semi,once,19,warm_2_4s,80:4096,14,14,100.0
semi,once,19,long_2_6s,128:1024,13,13,100.0
semi,once,19,long_2_6s,128:2048,8,8,100.0
semi,once,19,long_2_6s,128:256,10,9,90.0
semi,once,19,long_2_6s,128:4096,25,25,100.0
semi,once,19,long_2_6s,160:1024,12,12,100.0
semi,once,19,long_2_6s,160:2048,18,18,100.0
semi,once,19,long_2_6s,160:256,12,12,100.0
semi,once,19,long_2_6s,160:4096,20,20,100.0
semi,once,19,long_2_6s,200:1024,10,10,100.0
semi,once,19,long_2_6s,200:2048,13,13,100.0
semi,once,19,long_2_6s,200:256,9,9,100.0
semi,once,19,long_2_6s,200:4096,26,26,100.0
semi,once,19,long_2_6s,32:1024,12,10,83.33333333333333
semi,once,19,long_2_6s,32:2048,13,13,100.0
semi,once,19,long_2_6s,32:256,11,11,100.0
semi,once,19,long_2_6s,32:4096,15,15,100.0
semi,once,19,long_2_6s,64:1024,6,6,100.0
semi,once,19,long_2_6s,64:2048,12,12,100.0
semi,once,19,long_2_6s,64:256,10,10,100.0
semi,once,19,long_2_6s,64:4096,20,20,100.0
semi,once,19,long_2_6s,80:1024,10,10,100.0
semi,once,19,long_2_6s,80:2048,8,8,100.0
semi,once,19,long_2_6s,80:256,12,12,100.0
semi,once,19,long_2_6s,80:4096,24,24,100.0
semi,once,19,full_population,128:1024,32,30,93.75
semi,once,19,full_population,128:2048,32,32,100.0
semi,once,19,full_population,128:256,32,29,90.625
semi,once,19,full_population,128:4096,64,64,100.0
semi,once,19,full_population,160:1024,32,31,96.875
semi,once,19,full_population,160:2048,32,32,100.0
semi,once,19,full_population,160:256,32,32,100.0
semi,once,19,full_population,160:4096,64,64,100.0
semi,once,19,full_population,200:1024,32,29,90.625
semi,once,19,full_population,200:2048,32,32,100.0
semi,once,19,full_population,200:256,32,28,87.5
semi,once,19,full_population,200:4096,64,64,100.0
semi,once,19,full_population,32:1024,32,29,90.625
semi,once,19,full_population,32:2048,32,30,93.75
semi,once,19,full_population,32:256,32,30,93.75
semi,once,19,full_population,32:4096,64,64,100.0
semi,once,19,full_population,64:1024,32,32,100.0
semi,once,19,full_population,64:2048,32,32,100.0
semi,once,19,full_population,64:256,32,30,93.75
semi,once,19,full_population,64:4096,64,64,100.0
semi,once,19,full_population,80:1024,32,31,96.875
semi,once,19,full_population,80:2048,32,32,100.0
semi,once,19,full_population,80:256,32,30,93.75
semi,once,19,full_population,80:4096,64,64,100.0
semi,once,43,warm_2_4s,128:1024,1,0,0.0
semi,once,43,warm_2_4s,128:2048,4,4,100.0
semi,once,43,warm_2_4s,128:256,4,4,100.0
semi,once,43,warm_2_4s,128:4096,18,18,100.0
semi,once,43,warm_2_4s,160:1024,5,5,100.0
semi,once,43,warm_2_4s,160:2048,8,8,100.0
semi,once,43,warm_2_4s,160:256,6,6,100.0
semi,once,43,warm_2_4s,160:4096,18,18,100.0
semi,once,43,warm_2_4s,200:1024,5,5,100.0
semi,once,43,warm_2_4s,200:2048,8,8,100.0
semi,once,43,warm_2_4s,200:256,5,5,100.0
semi,once,43,warm_2_4s,200:4096,6,6,100.0
semi,once,43,warm_2_4s,32:1024,4,4,100.0
semi,once,43,warm_2_4s,32:2048,2,2,100.0
semi,once,43,warm_2_4s,32:256,2,2,100.0
semi,once,43,warm_2_4s,32:4096,12,12,100.0
semi,once,43,warm_2_4s,64:1024,6,6,100.0
semi,once,43,warm_2_4s,64:2048,4,4,100.0
semi,once,43,warm_2_4s,64:256,3,3,100.0
semi,once,43,warm_2_4s,64:4096,9,9,100.0
semi,once,43,warm_2_4s,80:1024,6,6,100.0
semi,once,43,warm_2_4s,80:2048,7,7,100.0
semi,once,43,warm_2_4s,80:256,3,3,100.0
semi,once,43,warm_2_4s,80:4096,9,9,100.0
semi,once,43,long_2_6s,128:1024,8,5,62.5
semi,once,43,long_2_6s,128:2048,15,15,100.0
semi,once,43,long_2_6s,128:256,10,10,100.0
semi,once,43,long_2_6s,128:4096,22,22,100.0
semi,once,43,long_2_6s,160:1024,8,8,100.0
semi,once,43,long_2_6s,160:2048,16,16,100.0
semi,once,43,long_2_6s,160:256,10,10,100.0
semi,once,43,long_2_6s,160:4096,37,37,100.0
semi,once,43,long_2_6s,200:1024,10,10,100.0
semi,once,43,long_2_6s,200:2048,15,15,100.0
semi,once,43,long_2_6s,200:256,12,12,100.0
semi,once,43,long_2_6s,200:4096,14,14,100.0
semi,once,43,long_2_6s,32:1024,10,10,100.0
semi,once,43,long_2_6s,32:2048,8,8,100.0
semi,once,43,long_2_6s,32:256,9,9,100.0
semi,once,43,long_2_6s,32:4096,26,26,100.0
semi,once,43,long_2_6s,64:1024,14,14,100.0
semi,once,43,long_2_6s,64:2048,8,8,100.0
semi,once,43,long_2_6s,64:256,12,12,100.0
semi,once,43,long_2_6s,64:4096,19,19,100.0
semi,once,43,long_2_6s,80:1024,9,9,100.0
semi,once,43,long_2_6s,80:2048,13,13,100.0
semi,once,43,long_2_6s,80:256,7,7,100.0
semi,once,43,long_2_6s,80:4096,19,19,100.0
semi,once,43,full_population,128:1024,32,22,68.75
semi,once,43,full_population,128:2048,32,32,100.0
semi,once,43,full_population,128:256,32,28,87.5
semi,once,43,full_population,128:4096,64,64,100.0
semi,once,43,full_population,160:1024,32,28,87.5
semi,once,43,full_population,160:2048,32,32,100.0
semi,once,43,full_population,160:256,32,31,96.875
semi,once,43,full_population,160:4096,64,64,100.0
semi,once,43,full_population,200:1024,32,32,100.0
semi,once,43,full_population,200:2048,32,32,100.0
semi,once,43,full_population,200:256,32,31,96.875
semi,once,43,full_population,200:4096,64,64,100.0
semi,once,43,full_population,32:1024,32,30,93.75
semi,once,43,full_population,32:2048,32,30,93.75
semi,once,43,full_population,32:256,32,31,96.875
semi,once,43,full_population,32:4096,64,64,100.0
semi,once,43,full_population,64:1024,32,31,96.875
semi,once,43,full_population,64:2048,32,32,100.0
semi,once,43,full_population,64:256,32,32,100.0
semi,once,43,full_population,64:4096,64,64,100.0
semi,once,43,full_population,80:1024,32,29,90.625
semi,once,43,full_population,80:2048,32,32,100.0
semi,once,43,full_population,80:256,32,32,100.0
semi,once,43,full_population,80:4096,64,64,100.0
semi,once,7,warm_2_4s,128:1024,6,6,100.0
semi,once,7,warm_2_4s,128:2048,4,4,100.0
semi,once,7,warm_2_4s,128:256,4,3,75.0
semi,once,7,warm_2_4s,128:4096,7,7,100.0
semi,once,7,warm_2_4s,160:1024,4,4,100.0
semi,once,7,warm_2_4s,160:2048,6,6,100.0
semi,once,7,warm_2_4s,160:256,7,7,100.0
semi,once,7,warm_2_4s,160:4096,10,10,100.0
semi,once,7,warm_2_4s,200:1024,7,7,100.0
semi,once,7,warm_2_4s,200:2048,5,5,100.0
semi,once,7,warm_2_4s,200:256,6,6,100.0
semi,once,7,warm_2_4s,200:4096,15,15,100.0
semi,once,7,warm_2_4s,32:1024,10,10,100.0
semi,once,7,warm_2_4s,32:2048,8,8,100.0
semi,once,7,warm_2_4s,32:256,5,5,100.0
semi,once,7,warm_2_4s,32:4096,12,12,100.0
semi,once,7,warm_2_4s,64:1024,6,6,100.0
semi,once,7,warm_2_4s,64:2048,7,7,100.0
semi,once,7,warm_2_4s,64:256,7,7,100.0
semi,once,7,warm_2_4s,64:4096,11,11,100.0
semi,once,7,warm_2_4s,80:1024,9,9,100.0
semi,once,7,warm_2_4s,80:2048,5,5,100.0
semi,once,7,warm_2_4s,80:256,4,4,100.0
semi,once,7,warm_2_4s,80:4096,12,12,100.0
semi,once,7,long_2_6s,128:1024,10,10,100.0
semi,once,7,long_2_6s,128:2048,9,9,100.0
semi,once,7,long_2_6s,128:256,9,8,88.88888888888889
semi,once,7,long_2_6s,128:4096,22,22,100.0
semi,once,7,long_2_6s,160:1024,9,9,100.0
semi,once,7,long_2_6s,160:2048,13,13,100.0
semi,once,7,long_2_6s,160:256,11,11,100.0
semi,once,7,long_2_6s,160:4096,22,22,100.0
semi,once,7,long_2_6s,200:1024,12,12,100.0
semi,once,7,long_2_6s,200:2048,12,12,100.0
semi,once,7,long_2_6s,200:256,12,12,100.0
semi,once,7,long_2_6s,200:4096,25,25,100.0
semi,once,7,long_2_6s,32:1024,15,15,100.0
semi,once,7,long_2_6s,32:2048,11,11,100.0
semi,once,7,long_2_6s,32:256,11,11,100.0
semi,once,7,long_2_6s,32:4096,24,24,100.0
semi,once,7,long_2_6s,64:1024,9,9,100.0
semi,once,7,long_2_6s,64:2048,13,13,100.0
semi,once,7,long_2_6s,64:256,12,12,100.0
semi,once,7,long_2_6s,64:4096,22,22,100.0
semi,once,7,long_2_6s,80:1024,12,12,100.0
semi,once,7,long_2_6s,80:2048,11,11,100.0
semi,once,7,long_2_6s,80:256,11,11,100.0
semi,once,7,long_2_6s,80:4096,23,23,100.0
semi,once,7,full_population,128:1024,32,30,93.75
semi,once,7,full_population,128:2048,32,32,100.0
semi,once,7,full_population,128:256,32,31,96.875
semi,once,7,full_population,128:4096,64,64,100.0
semi,once,7,full_population,160:1024,32,30,93.75
semi,once,7,full_population,160:2048,32,32,100.0
semi,once,7,full_population,160:256,32,31,96.875
semi,once,7,full_population,160:4096,64,64,100.0
semi,once,7,full_population,200:1024,32,32,100.0
semi,once,7,full_population,200:2048,32,32,100.0
semi,once,7,full_population,200:256,32,29,90.625
semi,once,7,full_population,200:4096,64,64,100.0
semi,once,7,full_population,32:1024,32,32,100.0
semi,once,7,full_population,32:2048,32,32,100.0
semi,once,7,full_population,32:256,32,32,100.0
semi,once,7,full_population,32:4096,64,64,100.0
semi,once,7,full_population,64:1024,32,32,100.0
semi,once,7,full_population,64:2048,32,32,100.0
semi,once,7,full_population,64:256,32,32,100.0
semi,once,7,full_population,64:4096,64,64,100.0
semi,once,7,full_population,80:1024,32,32,100.0
semi,once,7,full_population,80:2048,32,32,100.0
semi,once,7,full_population,80:256,32,32,100.0
semi,once,7,full_population,80:4096,64,64,100.0
semi,static,19,warm_2_4s,128:1024,3,3,100.0
semi,static,19,warm_2_4s,128:2048,5,5,100.0
semi,static,19,warm_2_4s,128:256,6,6,100.0
semi,static,19,warm_2_4s,128:4096,14,14,100.0
semi,static,19,warm_2_4s,160:1024,9,9,100.0
semi,static,19,warm_2_4s,160:2048,10,10,100.0
semi,static,19,warm_2_4s,160:256,4,4,100.0
semi,static,19,warm_2_4s,160:4096,7,7,100.0
semi,static,19,warm_2_4s,200:1024,6,6,100.0
semi,static,19,warm_2_4s,200:2048,5,5,100.0
semi,static,19,warm_2_4s,200:256,5,5,100.0
semi,static,19,warm_2_4s,200:4096,12,12,100.0
semi,static,19,warm_2_4s,32:1024,6,6,100.0
semi,static,19,warm_2_4s,32:2048,7,7,100.0
semi,static,19,warm_2_4s,32:256,7,7,100.0
semi,static,19,warm_2_4s,32:4096,8,8,100.0
semi,static,19,warm_2_4s,64:1024,4,4,100.0
semi,static,19,warm_2_4s,64:2048,4,4,100.0
semi,static,19,warm_2_4s,64:256,5,5,100.0
semi,static,19,warm_2_4s,64:4096,11,11,100.0
semi,static,19,warm_2_4s,80:1024,4,4,100.0
semi,static,19,warm_2_4s,80:2048,6,6,100.0
semi,static,19,warm_2_4s,80:256,7,7,100.0
semi,static,19,warm_2_4s,80:4096,14,14,100.0
semi,static,19,long_2_6s,128:1024,13,13,100.0
semi,static,19,long_2_6s,128:2048,7,7,100.0
semi,static,19,long_2_6s,128:256,11,11,100.0
semi,static,19,long_2_6s,128:4096,25,25,100.0
semi,static,19,long_2_6s,160:1024,12,12,100.0
semi,static,19,long_2_6s,160:2048,17,17,100.0
semi,static,19,long_2_6s,160:256,12,12,100.0
semi,static,19,long_2_6s,160:4096,21,21,100.0
semi,static,19,long_2_6s,200:1024,10,10,100.0
semi,static,19,long_2_6s,200:2048,13,13,100.0
semi,static,19,long_2_6s,200:256,9,9,100.0
semi,static,19,long_2_6s,200:4096,24,24,100.0
semi,static,19,long_2_6s,32:1024,12,12,100.0
semi,static,19,long_2_6s,32:2048,15,15,100.0
semi,static,19,long_2_6s,32:256,11,11,100.0
semi,static,19,long_2_6s,32:4096,15,15,100.0
semi,static,19,long_2_6s,64:1024,6,6,100.0
semi,static,19,long_2_6s,64:2048,12,12,100.0
semi,static,19,long_2_6s,64:256,11,11,100.0
semi,static,19,long_2_6s,64:4096,21,21,100.0
semi,static,19,long_2_6s,80:1024,10,10,100.0
semi,static,19,long_2_6s,80:2048,8,8,100.0
semi,static,19,long_2_6s,80:256,13,13,100.0
semi,static,19,long_2_6s,80:4096,24,24,100.0
semi,static,19,full_population,128:1024,32,30,93.75
semi,static,19,full_population,128:2048,32,31,96.875
semi,static,19,full_population,128:256,32,30,93.75
semi,static,19,full_population,128:4096,64,64,100.0
semi,static,19,full_population,160:1024,32,31,96.875
semi,static,19,full_population,160:2048,32,32,100.0
semi,static,19,full_population,160:256,32,32,100.0
semi,static,19,full_population,160:4096,64,64,100.0
semi,static,19,full_population,200:1024,32,30,93.75
semi,static,19,full_population,200:2048,32,32,100.0
semi,static,19,full_population,200:256,32,28,87.5
semi,static,19,full_population,200:4096,64,64,100.0
semi,static,19,full_population,32:1024,32,31,96.875
semi,static,19,full_population,32:2048,32,29,90.625
semi,static,19,full_population,32:256,32,30,93.75
semi,static,19,full_population,32:4096,64,59,92.1875
semi,static,19,full_population,64:1024,32,32,100.0
semi,static,19,full_population,64:2048,32,32,100.0
semi,static,19,full_population,64:256,32,30,93.75
semi,static,19,full_population,64:4096,64,64,100.0
semi,static,19,full_population,80:1024,32,31,96.875
semi,static,19,full_population,80:2048,32,32,100.0
semi,static,19,full_population,80:256,32,30,93.75
semi,static,19,full_population,80:4096,64,64,100.0
semi,static,43,warm_2_4s,128:1024,1,0,0.0
semi,static,43,warm_2_4s,128:2048,5,5,100.0
semi,static,43,warm_2_4s,128:256,4,4,100.0
semi,static,43,warm_2_4s,128:4096,18,18,100.0
semi,static,43,warm_2_4s,160:1024,5,5,100.0
semi,static,43,warm_2_4s,160:2048,8,8,100.0
semi,static,43,warm_2_4s,160:256,7,7,100.0
semi,static,43,warm_2_4s,160:4096,17,17,100.0
semi,static,43,warm_2_4s,200:1024,5,5,100.0
semi,static,43,warm_2_4s,200:2048,9,9,100.0
semi,static,43,warm_2_4s,200:256,4,4,100.0
semi,static,43,warm_2_4s,200:4096,7,7,100.0
semi,static,43,warm_2_4s,32:1024,4,4,100.0
semi,static,43,warm_2_4s,32:2048,2,2,100.0
semi,static,43,warm_2_4s,32:256,2,2,100.0
semi,static,43,warm_2_4s,32:4096,12,12,100.0
semi,static,43,warm_2_4s,64:1024,7,7,100.0
semi,static,43,warm_2_4s,64:2048,4,4,100.0
semi,static,43,warm_2_4s,64:256,3,3,100.0
semi,static,43,warm_2_4s,64:4096,9,9,100.0
semi,static,43,warm_2_4s,80:1024,6,6,100.0
semi,static,43,warm_2_4s,80:2048,8,8,100.0
semi,static,43,warm_2_4s,80:256,3,3,100.0
semi,static,43,warm_2_4s,80:4096,11,11,100.0
semi,static,43,long_2_6s,128:1024,7,5,71.42857142857143
semi,static,43,long_2_6s,128:2048,15,15,100.0
semi,static,43,long_2_6s,128:256,10,10,100.0
semi,static,43,long_2_6s,128:4096,22,22,100.0
semi,static,43,long_2_6s,160:1024,8,8,100.0
semi,static,43,long_2_6s,160:2048,15,15,100.0
semi,static,43,long_2_6s,160:256,11,11,100.0
semi,static,43,long_2_6s,160:4096,36,36,100.0
semi,static,43,long_2_6s,200:1024,10,10,100.0
semi,static,43,long_2_6s,200:2048,15,15,100.0
semi,static,43,long_2_6s,200:256,11,11,100.0
semi,static,43,long_2_6s,200:4096,14,14,100.0
semi,static,43,long_2_6s,32:1024,10,10,100.0
semi,static,43,long_2_6s,32:2048,7,7,100.0
semi,static,43,long_2_6s,32:256,8,8,100.0
semi,static,43,long_2_6s,32:4096,26,26,100.0
semi,static,43,long_2_6s,64:1024,15,15,100.0
semi,static,43,long_2_6s,64:2048,9,9,100.0
semi,static,43,long_2_6s,64:256,12,12,100.0
semi,static,43,long_2_6s,64:4096,19,19,100.0
semi,static,43,long_2_6s,80:1024,9,9,100.0
semi,static,43,long_2_6s,80:2048,14,14,100.0
semi,static,43,long_2_6s,80:256,7,7,100.0
semi,static,43,long_2_6s,80:4096,21,21,100.0
semi,static,43,full_population,128:1024,32,26,81.25
semi,static,43,full_population,128:2048,32,32,100.0
semi,static,43,full_population,128:256,32,28,87.5
semi,static,43,full_population,128:4096,64,64,100.0
semi,static,43,full_population,160:1024,32,27,84.375
semi,static,43,full_population,160:2048,32,32,100.0
semi,static,43,full_population,160:256,32,31,96.875
semi,static,43,full_population,160:4096,64,64,100.0
semi,static,43,full_population,200:1024,32,32,100.0
semi,static,43,full_population,200:2048,32,32,100.0
semi,static,43,full_population,200:256,32,31,96.875
semi,static,43,full_population,200:4096,64,64,100.0
semi,static,43,full_population,32:1024,32,31,96.875
semi,static,43,full_population,32:2048,32,30,93.75
semi,static,43,full_population,32:256,32,31,96.875
semi,static,43,full_population,32:4096,64,64,100.0
semi,static,43,full_population,64:1024,32,31,96.875
semi,static,43,full_population,64:2048,32,32,100.0
semi,static,43,full_population,64:256,32,32,100.0
semi,static,43,full_population,64:4096,64,64,100.0
semi,static,43,full_population,80:1024,32,29,90.625
semi,static,43,full_population,80:2048,32,32,100.0
semi,static,43,full_population,80:256,32,32,100.0
semi,static,43,full_population,80:4096,64,64,100.0
semi,static,7,warm_2_4s,128:1024,6,6,100.0
semi,static,7,warm_2_4s,128:2048,5,5,100.0
semi,static,7,warm_2_4s,128:256,4,4,100.0
semi,static,7,warm_2_4s,128:4096,8,8,100.0
semi,static,7,warm_2_4s,160:1024,4,4,100.0
semi,static,7,warm_2_4s,160:2048,4,4,100.0
semi,static,7,warm_2_4s,160:256,6,6,100.0
semi,static,7,warm_2_4s,160:4096,10,10,100.0
semi,static,7,warm_2_4s,200:1024,8,8,100.0
semi,static,7,warm_2_4s,200:2048,5,5,100.0
semi,static,7,warm_2_4s,200:256,6,6,100.0
semi,static,7,warm_2_4s,200:4096,14,14,100.0
semi,static,7,warm_2_4s,32:1024,10,10,100.0
semi,static,7,warm_2_4s,32:2048,8,8,100.0
semi,static,7,warm_2_4s,32:256,5,5,100.0
semi,static,7,warm_2_4s,32:4096,11,11,100.0
semi,static,7,warm_2_4s,64:1024,6,5,83.33333333333333
semi,static,7,warm_2_4s,64:2048,7,7,100.0
semi,static,7,warm_2_4s,64:256,7,7,100.0
semi,static,7,warm_2_4s,64:4096,11,11,100.0
semi,static,7,warm_2_4s,80:1024,9,8,88.88888888888889
semi,static,7,warm_2_4s,80:2048,5,5,100.0
semi,static,7,warm_2_4s,80:256,4,4,100.0
semi,static,7,warm_2_4s,80:4096,12,12,100.0
semi,static,7,long_2_6s,128:1024,10,10,100.0
semi,static,7,long_2_6s,128:2048,10,10,100.0
semi,static,7,long_2_6s,128:256,9,9,100.0
semi,static,7,long_2_6s,128:4096,23,23,100.0
semi,static,7,long_2_6s,160:1024,9,9,100.0
semi,static,7,long_2_6s,160:2048,13,13,100.0
semi,static,7,long_2_6s,160:256,11,11,100.0
